CpG_site,correlation,p_value,n_samples,adj_p_value,significant
"('chr19', 1070597, 1071812, 0)",-0.1584232328795025,0.10822097562939849,104,0.34782448675748484,False
"('chr19', 1074514, 1075143, 0)",0.08587032450762287,0.38609143850444494,104,0.6381522224826129,False
"('chr19', 1084035, 1084700, 0)",-0.14970249796070456,0.1293218969642782,104,0.3765549352783395,False
"('chr19', 1171510, 1172570, 0)",0.099882986922288,0.3130586124811016,104,0.5840701870922649,False
"('chr19', 1295498, 1295805, 0)",-0.06625508456174282,0.5039801354288903,104,0.7136214551722547,False
"('chr19', 1370993, 1371282, 0)",0.09458644278711054,0.33953657101338314,104,0.6082095811070054,False
"('chr19', 1395254, 1395620, 0)",-0.10104985561363795,0.3074104593715866,104,0.5815344358812816,False
"('chr19', 1424404, 1425613, 0)",-0.18200079499979027,0.06444422538980964,104,0.2525932853579364,False
"('chr19', 1496256, 1496897, 0)",-0.15101262075135724,0.12596495239383745,104,0.3723682804861548,False
"('chr19', 2252043, 2252606, 0)",0.07196836454313335,0.4678339539851924,104,0.6912770364855828,False
"('chr19', 2252626, 2252827, 0)",0.032840813391097186,0.7406797075597356,104,0.8660703667135491,False
"('chr19', 2424813, 2425692, 0)",0.004139900426331861,0.9667308602286586,104,0.9801672036089685,False
"('chr19', 2546371, 2547069, 0)",0.029024933516772183,0.7699184703761491,104,0.882879481473808,False
"('chr19', 3055701, 3058014, 0)",-0.002395948182055088,0.9807419820018731,104,0.9873910801849366,False
"('chr19', 3096962, 3097816, 0)",-0.3436406498567142,0.00035492393572368006,104,0.009929004584167466,True
"('chr19', 3098387, 3098434, 0)",0.10401720407541148,0.29334846787619007,104,0.5666633818486404,False
"('chr19', 3136444, 3136919, 0)",-0.11265430195698711,0.25487151114727075,104,0.5379079093751017,False
"('chr19', 3178203, 3180241, 0)",-0.023602345119431226,0.8120194383669915,104,0.9100746158301753,False
"('chr19', 3404649, 3405273, 0)",-0.029961019988089345,0.7627141374717976,104,0.8788597432749714,False
"('chr19', 3458985, 3460287, 0)",-0.18214018267602672,0.06423656061760855,104,0.2525932853579364,False
"('chr19', 3483167, 3483732, 0)",-0.02756619271178248,0.7811841573916329,104,0.891495464919558,False
"('chr19', 4015377, 4016181, 0)",-0.21711821792915292,0.02683569690036826,104,0.15551613618359753,False
"('chr19', 4327001, 4327674, 0)",0.0612911528782612,0.5365248576803981,104,0.7368688218778184,False
"('chr19', 4373380, 4374390, 0)",0.1523868880885092,0.12251593911522225,104,0.36754781734566677,False
"('chr19', 4374447, 4374702, 0)",-0.05159900978104902,0.6029272684162233,104,0.7775268658169397,False
"('chr19', 4713322, 4714073, 0)",-0.2638452953316119,0.006803417220284032,104,0.07216481837229849,False
"('chr19', 4976162, 4976930, 0)",-0.2345726332247889,0.016538423085184325,104,0.11423050363487777,False
"('chr19', 4977169, 4978175, 0)",-0.11253683899151662,0.25537042162252305,104,0.5379079093751017,False
"('chr19', 5036715, 5037599, 0)",-0.08138336771289585,0.4114849002234416,104,0.6462360997566873,False
"('chr19', 5058756, 5059476, 0)",0.18144710691087135,0.06527452744519065,104,0.2525932853579364,False
"('chr19', 5250237, 5251225, 0)",-0.0799926283521177,0.4195495055571888,104,0.6498367830533771,False
"('chr19', 5914276, 5916028, 0)",-0.23732509584460132,0.015276267436051049,104,0.10901042257573255,False
"('chr19', 6238544, 6239554, 0)",-0.44068663332075275,2.844558408618369e-06,104,0.0003062744935663895,True
"('chr19', 6475451, 6477234, 0)",-0.1588095402582237,0.10735242538139103,104,0.34782448675748484,False
"('chr19', 6753344, 6753624, 0)",0.07706271944974319,0.4368358518992458,104,0.6664327681842824,False
"('chr19', 7619614, 7620130, 0)",-0.12374226169967846,0.2107548168056942,104,0.49093474973561707,False
"('chr19', 7863160, 7863521, 0)",-0.0807920955713845,0.41490243031916163,104,0.6481223713603399,False
"('chr19', 7928465, 7929446, 0)",-0.2008730813198828,0.04089006098301548,104,0.20399934595634311,False
"('chr19', 8333662, 8334780, 0)",-0.12003832120186113,0.22484154682052218,104,0.506957929743571,False
"('chr19', 10353117, 10353146, 0)",-0.04288275053242282,0.6881849457778115,90,0.8376698327930163,False
"('chr19', 10353151, 10353545, 0)",0.17066770996795155,0.0832428164394165,104,0.29171818858414983,False
"('chr19', 10513988, 10514870, 0)",0.4004386478638585,2.531399062077899e-05,104,0.0016707233809714133,True
"('chr19', 10553807, 10554458, 0)",0.08370115839943613,0.39824779206461175,104,0.6462360997566873,False
"('chr19', 12873242, 12873708, 0)",-0.09669348353490534,0.3288384069411228,104,0.599022349760823,False
"('chr19', 13001668, 13002158, 0)",-0.11254288561411453,0.25534472296972593,104,0.5379079093751017,False
"('chr19', 13005659, 13007866, 0)",-0.20836241533945696,0.03379062040330349,104,0.18330254355764633,False
"('chr19', 13010398, 13010421, 0)",-0.30547417091197415,0.0016142535826777792,104,0.03041773067739601,True
"('chr19', 13014486, 13014487, 0)",0.0005631121528354779,0.9954734395749609,104,0.9971521468929626,False
"('chr19', 13015173, 13016593, 0)",-0.10028859690758278,0.31108769897942407,104,0.5834873542604179,False
"('chr19', 13025058, 13025354, 0)",-0.2879443796952358,0.0030364643424494807,104,0.043991702912560764,True
"('chr19', 13027038, 13027248, 0)",-0.10069598206011418,0.30911629495761417,104,0.5830747364810862,False
"('chr19', 13054988, 13056640, 0)",-0.19590789820082039,0.04625187471623575,104,0.2162484851007796,False
"('chr19', 13096608, 13097535, 0)",-0.008224807611909067,0.9339592453319885,104,0.9608554400623064,False
"('chr19', 13098962, 13099387, 0)",0.06086665929375937,0.5393555032515122,104,0.7380339474271331,False
"('chr19', 13099414, 13099689, 0)",0.18824518250046568,0.05566166880829602,104,0.23701097686113143,False
"('chr19', 13207741, 13207783, 0)",-0.11144665942057726,0.2600327470295198,104,0.5429154718296476,False
"('chr19', 13840137, 13841662, 0)",-0.021257996054983363,0.8303958552783618,104,0.9189791468972043,False
"('chr19', 13978727, 13979513, 0)",0.06902847269153312,0.4862546993999447,104,0.7016778670231809,False
"('chr19', 15457160, 15458143, 0)",-0.20644368024850035,0.03550239953668612,104,0.18998581373686085,False
"('chr19', 16067586, 16068301, 0)",-0.04324847060734383,0.6628925746238109,104,0.8155540596302009,False
"('chr19', 16326471, 16326618, 0)",0.04132772137863688,0.6770106024895446,104,0.8283095733857662,False
"('chr19', 16382013, 16382479, 0)",-0.04499767713336227,0.650137121301612,104,0.809411811662252,False
"('chr19', 17328209, 17328629, 0)",-0.10492429561235145,0.2891360963444242,104,0.5663351826972457,False
"('chr19', 18650128, 18650327, 0)",0.13223492604562928,0.18085646975340638,104,0.4525533089758475,False
"('chr19', 18777435, 18777858, 0)",-0.07095152793521861,0.4741617884166989,104,0.6934035982239238,False
"('chr19', 18850390, 18851352, 0)",0.036408550122637884,0.7136712706447308,104,0.8521019794230554,False
"('chr19', 18869413, 18869487, 0)",0.07968026270109003,0.4213733566527388,104,0.6507872322083829,False
"('chr19', 19105281, 19106468, 0)",-0.008558142951849007,0.9312891440170754,104,0.9608554400623064,False
"('chr19', 19514189, 19514656, 0)",0.3884407045228718,4.608141398625979e-05,104,0.0022810299923198595,True
"('chr19', 29529730, 29529890, 0)",0.41967859225945586,9.219483425341718e-06,104,0.0007301830872870641,True
"('chr19', 31352453, 31353040, 0)",-0.09215699064633373,0.3521414159876759,104,0.6125095200488418,False
"('chr19', 31353190, 31353276, 0)",-0.08484674780285814,0.3917996645741104,104,0.6402448438982713,False
"('chr19', 31354991, 31355194, 0)",-0.02267303000843348,0.8192923630153355,104,0.9148501017781127,False
"('chr19', 33298278, 33300878, 0)",-0.031131861341699606,0.753731572408715,104,0.8741367410508788,False
"('chr19', 35115367, 35118926, 0)",-0.2667821288288481,0.006189414537173859,104,0.06684567700147769,False
"('chr19', 35142353, 35142973, 0)",0.03881298150876768,0.6956643128551885,104,0.8436092657941809,False
"('chr19', 35755971, 35756111, 0)",-0.05454730465419547,0.5823454494165691,104,0.7665475882597559,False
"('chr19', 35860409, 35861707, 0)",0.08994513557539718,0.3638676595973352,104,0.6246745369965813,False
"('chr19', 36151425, 36152345, 0)",0.08163576953281387,0.41003105463354356,104,0.6462360997566873,False
"('chr19', 38265119, 38266397, 0)",0.06594828222063184,0.5059614132263055,104,0.7154096441242506,False
"('chr19', 38304410, 38305397, 0)",0.09831234614279576,0.3207668012445661,104,0.5923574583563681,False
"('chr19', 39248417, 39248839, 0)",0.07180916859719809,0.46882158594398254,104,0.691875831181927,False
"('chr19', 39307957, 39308494, 0)",-0.14849843524553002,0.1324670548074029,104,0.381043247242602,False
"('chr19', 39408066, 39408856, 0)",-0.32544551730070614,0.0007488097129647444,104,0.017442861549061106,True
"('chr19', 39891702, 39892177, 0)",-0.044481586397036844,0.6538902451000396,104,0.8117258215034974,False
"('chr19', 40614221, 40614595, 0)",0.09075780589559698,0.3595315859213767,104,0.621215534130959,False
"('chr19', 43774121, 43774425, 0)",0.06045161654768648,0.5421302348874898,104,0.7394382537845441,False
"('chr19', 44757825, 44758450, 0)",0.06420707099695298,0.5172818857985574,104,0.7238290698806669,False
"('chr19', 45071037, 45071823, 0)",-0.15099746185544127,0.1260034080432948,104,0.3723682804861548,False
"('chr19', 45152141, 45152621, 0)",0.5040433759907801,4.903474529969409e-08,104,1.0349000108941771e-05,True
"('chr19', 45152763, 45152865, 0)",0.27188228329820974,0.005239115234635245,104,0.0608770601026808,False
"('chr19', 45234390, 45234671, 0)",-0.25818147755794557,0.008141497807380611,104,0.07757802039567684,False
"('chr19', 45553450, 45553939, 0)",0.022252081313068564,0.8225918414539657,104,0.9148501017781127,False
"('chr19', 45883830, 45885235, 0)",-0.11869213539087746,0.2301219147445918,104,0.5130727088206953,False
"('chr19', 46493940, 46493957, 0)",0.1454267121566633,0.1407549587970493,104,0.39345150835504605,False
"('chr19', 46493988, 46494523, 0)",0.08155355751037195,0.4105042688304232,104,0.6462360997566873,False
"('chr19', 46494529, 46495249, 0)",0.010510052157184896,0.9156700960330569,104,0.9559016468253705,False
"('chr19', 46648796, 46648986, 0)",0.22962670692125314,0.019034008003604386,104,0.1270359635296742,False
"('chr19', 46649209, 46649547, 0)",0.4200173645740949,9.05188438364043e-06,104,0.0007301830872870641,True
"('chr19', 47725971, 47726427, 0)",-0.08232771355196689,0.40606088615610997,104,0.6462360997566873,False
"('chr19', 48443278, 48443840, 0)",0.18047091726282033,0.06675956379239184,104,0.2566678374930793,False
"('chr19', 48613581, 48614361, 0)",-0.22518671720241298,0.021544115436335665,104,0.13614047414024877,False
"('chr19', 48629903, 48630656, 0)",-0.15609919310302817,0.11356235183789455,104,0.3521374834379734,False
"('chr19', 48728899, 48729429, 0)",-0.22289889787520534,0.02294485559939001,104,0.14271459922552532,False
"('chr19', 49196441, 49197078, 0)",-0.04753493110920606,0.6318140314019098,104,0.7968100523412621,False
"('chr19', 49467980, 49468666, 0)",-0.046177408032659475,0.6415907522396035,104,0.8040187907812752,False
"('chr19', 49534242, 49534623, 0)",-0.038279044627741586,0.699648847181552,104,0.8444531901596745,False
"('chr19', 49801611, 49802988, 0)",0.05741949744946795,0.5626114523209935,104,0.7567567982004716,False
"('chr19', 52535316, 52536781, 0)",0.2560421226294034,0.0087043305557577,104,0.07954419000184729,False
"('chr19', 52943906, 52945955, 0)",-0.1754015031002021,0.07491794299622107,104,0.27262021641243056,False
"('chr19', 55086580, 55086837, 0)",0.1350298867166705,0.17173036929471172,104,0.43859945556820884,False
"('chr19', 55086925, 55087425, 0)",0.15928049657205573,0.10630092462568053,104,0.34693818256952874,False
"('chr19', 56106393, 56106638, 0)",0.05139522870500189,0.6043616892522847,104,0.7775268658169397,False
"('chr19', 58203883, 58204874, 0)",0.4961435841186287,8.516783517922824e-08,104,1.4454198313274735e-05,True
"('chr19', 58350049, 58350723, 0)",-0.14048950791873338,0.1548908111386022,104,0.4153731007509242,False
"('chr19', 58350886, 58350893, 0)",0.03394494247992752,0.7335573768541624,103,0.8650251414507836,False
"('chr19', 58356209, 58356786, 0)",0.1304717260468819,0.18679326910191274,104,0.461352190630088,False
"('chr19', 58367691, 58368275, 0)",-0.08005502436684829,0.4191857342999352,104,0.6498367830533771,False
"('chr2', 883539, 883975, 0)",-0.013393394777898082,0.8926580570823143,104,0.950030488332785,False
"('chr2', 2762951, 2764135, 0)",-0.07907127208651712,0.42494229753197055,104,0.654552201376835,False
"('chr2', 9800839, 9802257, 0)",-0.17788594995427875,0.07082468220356586,104,0.26428839576343616,False
"('chr2', 10044626, 10044857, 0)",-0.03186101178283235,0.7481540703612166,104,0.8705259898032569,False
"('chr2', 19351033, 19352000, 0)",0.08065195490083482,0.41571485435738975,104,0.6481223713603399,False
"('chr2', 19353073, 19353701, 0)",0.22754803473862475,0.02017593308477112,104,0.1316875145872658,False
"('chr2', 20669956, 20670088, 0)",0.10178072168610752,0.3039068165536642,104,0.5785918238233222,False
"('chr2', 20671230, 20671905, 0)",0.060984965714219026,0.5385658617345658,104,0.7380339474271331,False
"('chr2', 23563717, 23565353, 0)",-0.15764471503815095,0.10998798726864292,104,0.34782448675748484,False
"('chr2', 25310471, 25312567, 0)",-0.22056797358232072,0.024451419502766525,104,0.14466803897052738,False
"('chr2', 38073616, 38074112, 0)",0.11984612280893005,0.2255901741457222,104,0.506957929743571,False
"('chr2', 45005069, 45005502, 0)",-0.02487259451239457,0.8021042312712925,104,0.9018591755434978,False
"('chr2', 45170429, 45171046, 0)",-0.11867448701775934,0.23019171195406615,104,0.5130727088206953,False
"('chr2', 53859448, 53860352, 0)",-0.19193022511779678,0.05095694191652159,104,0.22588375745084946,False
"('chr2', 63047580, 63047651, 0)",0.1549009086965615,0.11639517367858809,104,0.3554690651160994,False
"('chr2', 63047654, 63048123, 0)",0.32324331809940293,0.0008171145135489876,104,0.01831569890747542,True
"('chr2', 63052915, 63053735, 0)",0.05600901572860287,0.572262680403699,104,0.763016907204932,False
"('chr2', 66439118, 66439160, 0)",0.08784744605956664,0.37520814961627846,104,0.6304535443593213,False
"('chr2', 66440300, 66440969, 0)",0.1569370230581285,0.11161365835870256,104,0.34792484336338697,False
"('chr2', 66443826, 66444695, 0)",-0.09027823665283072,0.36208648766345886,104,0.6233029688755427,False
"('chr2', 66445234, 66446652, 0)",0.06956185331471026,0.48288422259153774,104,0.6995932395594474,False
"('chr2', 70904893, 70906992, 0)",-0.07514238239075548,0.4483815911525691,104,0.6768454006216672,False
"('chr2', 71560482, 71560823, 0)",-0.16521520393756417,0.0937291063378781,104,0.3181433666554262,False
"('chr2', 74503679, 74503785, 0)",-0.061758637601109,0.5334160782845851,104,0.7351488410697067,False
"('chr2', 95274282, 95276086, 0)",-0.025576737830944565,0.7966212746018809,104,0.8978995011641694,False
"('chr2', 96500430, 96500710, 0)",0.19715085026578022,0.044857732508836505,104,0.2141092161378995,False
"('chr2', 98822618, 98823294, 0)",0.15822469770153866,0.10866947668241442,104,0.34782448675748484,False
"('chr2', 98823308, 98823309, 0)",0.07470529272655134,0.457801339360788,101,0.6842305697494141,False
"('chr2', 111118006, 111118142, 0)",0.04321295935091374,0.6631525434366785,104,0.8155540596302009,False
"('chr2', 111118917, 111119953, 0)",0.12325427568945989,0.21257385829338793,104,0.49331706298338485,False
"('chr2', 113275593, 113276762, 0)",0.2007267898619225,0.04104027246091414,104,0.20399934595634311,False
"('chr2', 113277960, 113278019, 0)",0.0985852790373545,0.3194186386765722,104,0.5910737425977691,False
"('chr2', 113278394, 113278636, 0)",-0.0475921347129543,0.6314034318653422,104,0.7968100523412621,False
"('chr2', 126976827, 126977213, 0)",-0.08941515409085476,0.36671270340160084,104,0.6277445124511554,False
"('chr2', 127400740, 127401555, 0)",-0.22759358356325465,0.020150293296632354,104,0.1316875145872658,False
"('chr2', 127672850, 127674355, 0)",0.015849423139609208,0.8731256568664758,104,0.9412643197435329,False
"('chr2', 130916000, 130916648, 0)",0.11980736070151429,0.225741367705681,104,0.506957929743571,False
"('chr2', 131039959, 131040413, 0)",0.1736150978925198,0.07797714478272001,104,0.2798696314255933,False
"('chr2', 144389292, 144390165, 0)",-0.18013403580461573,0.0672783642839246,104,0.2572016232008297,False
"('chr2', 144507347, 144511535, 0)",-0.1490396464561412,0.1310461995813252,104,0.3797143539088155,False
"('chr2', 156329060, 156329835, 0)",0.06176707114030859,0.5333600776285956,104,0.7351488410697067,False
"('chr2', 170712771, 170713676, 0)",0.1753294694382998,0.07503940300241144,104,0.27262021641243056,False
"('chr2', 170717150, 170717259, 0)",0.25679819042762625,0.008501623822212975,104,0.07890569609991417,False
"('chr2', 174025515, 174025767, 0)",-0.08307658241121121,0.40178968620639904,104,0.6462360997566873,False
"('chr2', 176099193, 176099452, 0)",0.06311248027504258,0.5244639122282204,104,0.7297197301235722,False
"('chr2', 176100457, 176101151, 0)",0.4171656921886236,1.0556982284570564e-05,104,0.0007838559346293644,True
"('chr2', 176114702, 176115626, 0)",-0.0021314341895379146,0.9828677358225517,104,0.987856912146524,False
"('chr2', 176116996, 176117343, 0)",0.04171130569694492,0.6741820080985923,104,0.8265513164304723,False
"('chr2', 176117384, 176117553, 0)",0.03041470886539681,0.7592296757015311,104,0.8773977186122753,False
"('chr2', 176124191, 176124829, 0)",0.12443226940943458,0.2082016832260162,104,0.4907611104613239,False
"('chr2', 176131903, 176133325, 0)",0.11437340278849786,0.24764618478558575,104,0.5306916929728918,False
"('chr2', 176147224, 176148033, 0)",0.2705532811741404,0.005473328300020104,104,0.0608770601026808,False
"('chr2', 176149657, 176150525, 0)",0.16500661774202657,0.09415008895059582,104,0.3186618395250935,False
"('chr2', 176152541, 176153202, 0)",-0.006311244120725118,0.949300642320982,104,0.9717240509670872,False
"('chr2', 176160107, 176160843, 0)",0.3014961109805606,0.0018694958186683223,104,0.03218784105185459,True
"('chr2', 176160962, 176161573, 0)",0.13696933939339448,0.1656002800466126,104,0.4323805114184083,False
"('chr2', 176164784, 176164827, 0)",0.24965652923035986,0.01059309311919951,104,0.08668001185446053,False
"('chr2', 176171488, 176172123, 0)",0.22052997438874358,0.024476663159154886,104,0.14466803897052738,False
"('chr2', 176490116, 176490796, 0)",-0.14380857084111162,0.14527595008069488,104,0.39675362918589774,False
"('chr2', 202036295, 202036427, 0)",-0.1441318000677246,0.1443642197822479,104,0.39675362918589774,False
"('chr2', 207766834, 207767192, 0)",0.048191930861936655,0.6271049433464854,104,0.7959408896320777,False
"('chr2', 207767286, 207767952, 0)",-0.09019256740668968,0.36254406691329966,104,0.6233029688755427,False
"('chr2', 207770686, 207771322, 0)",0.13814068316947367,0.16197740884075437,104,0.4270227641596209,False
"('chr2', 218871320, 218871867, 0)",0.16353698453752755,0.09715868118215447,104,0.3269816239218116,False
"('chr2', 218873134, 218873992, 0)",-0.009535248347912063,0.9234667776888409,104,0.95982373744037,False
"('chr2', 219448422, 219448770, 0)",0.30382702788662475,0.0017158365773699532,104,0.03055656663264098,True
"('chr2', 223052792, 223053229, 0)",-0.19713397260314805,0.04487642661476176,104,0.2141092161378995,False
"('chr2', 226795375, 226796211, 0)",-0.21978063710945955,0.02497902777636157,104,0.14690636137780963,False
"('chr2', 226797397, 226798142, 0)",-0.14880021801964138,0.1316733341603495,104,0.38030924543766925,False
"('chr2', 232386830, 232386893, 0)",0.20435591070898584,0.03744719925353644,104,0.19474101455171308,False
"('chr2', 232387044, 232388533, 0)",-0.18926808164563264,0.05432131549856592,104,0.23466808295380479,False
"('chr2', 233480614, 233482132, 0)",-0.05521112803400937,0.5777563214573235,104,0.764552386323125,False
"('chr2', 235535042, 235535862, 0)",0.0770359052911796,0.4369958976561919,104,0.6664327681842824,False
"('chr2', 236214341, 236214775, 0)",0.1367098210678842,0.16641101521540486,104,0.4335444870085548,False
"('chr2', 236571960, 236573142, 0)",0.019928765443517155,0.840856587698807,104,0.9227950792779313,False
"('chr2', 237673151, 237673948, 0)",-0.04896483270078024,0.621584232829128,104,0.7913726527549878,False
"('chr2', 239245894, 239247011, 0)",-0.14476362809322602,0.14259451425408315,104,0.39540061682238853,False
"('chr2', 240440842, 240442431, 0)",-0.1053905436070796,0.28698662335331765,104,0.5663351826972457,False
"('chr2', 240519495, 240520608, 0)",0.06205329500714594,0.5314612225312807,104,0.7351488410697067,False
"('chr20', 2749710, 2750650, 0)",0.3512205262633488,0.00025653087392461403,104,0.00870739080635547,True
"('chr20', 3751794, 3751895, 0)",0.18246852647938916,0.06507062500239953,103,0.2525932853579364,False
"('chr20', 3751901, 3752170, 0)",0.023144228680757065,0.8156027535454017,104,0.9123691819321442,False
"('chr20', 4221904, 4222195, 0)",0.18589540985810496,0.058843664048672056,104,0.2467420009056379,False
"('chr20', 15699616, 15700800, 0)",-0.15425983658885822,0.11793300427474959,104,0.3574092068326595,False
"('chr20', 19974550, 19975446, 0)",-0.165511476512409,0.09313370765056686,104,0.3170282082775743,False
"('chr20', 21707117, 21709165, 0)",0.1284823288991675,0.19366053750595646,104,0.47002139726640557,False
"('chr20', 22575493, 22577353, 0)",0.1789575424353531,0.06911587002571108,104,0.26066556695411036,False
"('chr20', 22581745, 22581916, 0)",-0.07131288637761195,0.4719077415874471,104,0.6929868937031979,False
"('chr20', 22582125, 22582601, 0)",0.439232359634235,3.093681753195854e-06,104,0.0003062744935663895,True
"('chr20', 31845097, 31845606, 0)",-0.3792622265035551,7.175784386125404e-05,104,0.0029395971899024067,True
"('chr20', 32462948, 32464696, 0)",-0.017706743384865522,0.8584044710640446,104,0.9334143397141781,False
"('chr20', 40682809, 40682984, 0)",-0.03458268509205452,0.7274516958971657,104,0.8615323870625184,False
"('chr20', 40682993, 40683789, 0)",0.10526811593265611,0.2875500015512573,104,0.5663351826972457,False
"('chr20', 40690995, 40693096, 0)",0.139222998418164,0.15868259104612395,104,0.4217335976796315,False
"('chr20', 44355279, 44356908, 0)",-0.23460368687453836,0.01652369478739896,104,0.11423050363487777,False
"('chr20', 46683724, 46684751, 0)",-0.014693504277373148,0.8823097410957421,104,0.9494420040052007,False
"('chr20', 46899759, 46901476, 0)",-0.09983859260109422,0.31327482115967503,104,0.5840701870922649,False
"('chr20', 47713730, 47714238, 0)",-0.1935252469791686,0.04902487061908442,104,0.22385210988029278,False
"('chr20', 51492257, 51492936, 0)",0.08722686859376722,0.3786039031780104,104,0.6326039901202198,False
"('chr20', 53503848, 53504500, 0)",0.08413176295001681,0.40528646397187923,100,0.6462360997566873,False
"('chr20', 56625255, 56626112, 0)",0.23187451537845044,0.017862245532629037,104,0.12116518715821939,False
"('chr20', 56631257, 56631946, 0)",0.2124875463443423,0.03034480987157173,104,0.16880697053236096,False
"('chr20', 57179226, 57179873, 0)",-0.09313935857638561,0.34700981692439975,104,0.6094594348501352,False
"('chr20', 57397804, 57398703, 0)",0.2718621866743346,0.005242589418193748,104,0.0608770601026808,False
"('chr20', 61682720, 61684510, 0)",-0.04708401730980687,0.6350545378181695,104,0.7991999903898149,False
"('chr20', 62359124, 62360166, 0)",0.17719352152963141,0.07194690057223113,104,0.26544384434723783,False
"('chr20', 62666334, 62667638, 0)",-0.25447594009664154,0.00913781725566756,104,0.08121038439020468,False
"('chr20', 63533900, 63534545, 0)",-0.19095269507441842,0.05217178332423106,104,0.22849800473321086,False
"('chr20', 63736702, 63737352, 0)",-0.1016054441341203,0.30474467440301073,104,0.5789714453437578,False
"('chr21', 8213028, 8213557, 0)",-0.13699933995914035,0.5537365103723212,21,0.7483026592740099,False
"('chr21', 33884326, 33885574, 0)",-0.08146958288743979,0.4109879584492732,104,0.6462360997566873,False
"('chr21', 36747959, 36748413, 0)",-0.006836266966017052,0.9450893536146887,104,0.969573533760147,False
"('chr21', 37546468, 37547387, 0)",-0.1207227749962585,0.22218975471308056,104,0.5037431843495033,False
"('chr21', 41680542, 41681810, 0)",-0.05246836246813366,0.5968249022462061,104,0.7733875422294415,False
"('chr21', 41726612, 41726613, 0)",-0.2509696381869199,0.012680223326331215,98,0.09714307008130713,False
"('chr21', 41763206, 41763460, 0)",-0.05276345281151488,0.5947598480310148,104,0.7733875422294415,False
"('chr21', 41763561, 41764137, 0)",-0.19767668473680503,0.04427853863440768,104,0.2141092161378995,False
"('chr21', 43343769, 43345076, 0)",0.020116723706592538,0.8393756742517355,104,0.9227950792779313,False
"('chr21', 43757639, 43759039, 0)",-0.05623197976259739,0.5707319038689673,104,0.7626878535391824,False
"('chr21', 43808816, 43810331, 0)",-0.07273499795685345,0.4630937952572295,104,0.687058711654824,False
"('chr21', 43812114, 43812809, 0)",-0.23341400398345644,0.017096122923516022,104,0.11739996550946262,False
"('chr21', 43928618, 43929063, 0)",-0.21318932780383523,0.02978926059390271,104,0.16772341983676028,False
"('chr21', 44958562, 44959341, 0)",0.033271360957516365,0.7374028633253732,104,0.8660703667135491,False
"('chr21', 45456261, 45457011, 0)",-0.07960618771797179,0.4218065393943222,104,0.6507872322083829,False
"('chr21', 45470674, 45470733, 0)",-0.12191617037814714,0.21761908763651736,104,0.4973737181503329,False
"('chr21', 45470765, 45472019, 0)",-0.2470384775060773,0.011465774943432082,104,0.09020755385958486,False
"('chr21', 45949385, 45950425, 0)",-0.2543972340224232,0.009160093862194804,104,0.08121038439020468,False
"('chr22', 19721875, 19723037, 0)",-0.29601250944830493,0.0022812289164652784,104,0.036622972334604736,True
"('chr22', 19723966, 19724242, 0)",-0.18460438962114523,0.060654311978990065,104,0.2511697617905326,False
"('chr22', 19765914, 19766183, 0)",0.15873918850608912,0.1075101936042539,104,0.34782448675748484,False
"('chr22', 19766500, 19766893, 0)",0.08167292317834889,0.40981730229200897,104,0.6462360997566873,False
"('chr22', 20241814, 20242193, 0)",-0.10486356611219741,0.2894168529065277,104,0.5663351826972457,False
"('chr22', 20425491, 20426088, 0)",0.10487349743960533,0.2893709273438338,104,0.5663351826972457,False
"('chr22', 20426092, 20426147, 0)",-0.02643900520501878,0.789920524816864,104,0.8951529091240708,False
"('chr22', 20429493, 20429826, 0)",0.03868525350862635,0.6966167422088313,104,0.8436092657941809,False
"('chr22', 20430656, 20430820, 0)",-0.1347004656579139,0.17278799114360663,104,0.43859945556820884,False
"('chr22', 20431017, 20431552, 0)",0.1934620889672834,0.049100206040670856,104,0.22385210988029278,False
"('chr22', 20591455, 20592342, 0)",0.06190391091113219,0.532451839215006,104,0.7351488410697067,False
"('chr22', 23181554, 23182208, 0)",-0.14567378774344372,0.14007412790444457,104,0.3924718489398117,False
"('chr22', 27797126, 27797372, 0)",-0.16279358234246172,0.09870912951823373,104,0.3303280165286244,False
"('chr22', 27799105, 27799322, 0)",-0.2773431385448116,0.004367642722767461,104,0.05529462902738083,False
"('chr22', 27799721, 27799761, 0)",0.009009087767598359,0.9276781783967623,104,0.9608384271450336,False
"('chr22', 37983334, 37983814, 0)",-0.10586601416205654,0.28480560537823846,104,0.5663351826972457,False
"('chr22', 39685514, 39685947, 0)",0.09800957096142907,0.3222666504230741,104,0.5926513633167368,False
"('chr22', 39995372, 39995588, 0)",0.1423998230635017,0.1493003817404258,104,0.40402927906065117,False
"('chr22', 41238442, 41238896, 0)",-0.13907775162606523,0.15912182904747318,104,0.4217619011154975,False
"('chr22', 42316910, 42317639, 0)",-0.27394683466619013,0.004892941659435052,104,0.05940379581276264,False
"('chr22', 42433817, 42434900, 0)",-0.13898483959939853,0.15940327744179997,104,0.4217619011154975,False
"('chr22', 45212397, 45213256, 0)",0.07348901032479042,0.4584575197984289,104,0.6842305697494141,False
"('chr22', 45552643, 45553005, 0)",-0.22632865384990783,0.02087283386232557,104,0.1340374412348258,False
"('chr22', 45970928, 45971374, 0)",0.2578444718870467,0.008227971860147544,104,0.07757802039567684,False
"('chr22', 45971392, 45971684, 0)",0.1710351034255554,0.08257136417732718,104,0.29036209726351825,False
